,Gebiedscode,Rivier,Coordinaten,Lat,Lon,meting,date,doy,dop,plastic_6_packringen,plastic_tassen,plastic_kleine_plastic_tasjes,plastic_drankflessen_groterdan_halveliter,plastic_drankflessen_kleinerdan_halveliter,plastic_wikkels_van_drankflessen,plastic_verpakking_van_schoonmaakmiddelen,plastic_voedselverpakkingen_frietbakjes_etc,plastic_cosmeticaverpakkingen,plastic_motorolieverpakking_groterdan50cm,plastic_jerrycans,plastic_kratten,plastic_auto_onderdelen,plastic_doppen_en_deksels,plastic_aanstekers,plastic_speelgoed,plastic_plastic_bekers_of_delen_daarvan,plastic_netzakken,plastic_handschoenen_huishoudelijk,plastic_handschoenen_professioneel,plastic_touw_diameter_groterdan_1cm,plastic_touw_diameter_kleinerdan_1cm,plastic_sportvisspullen,plastic_breekstaafjes,plastic_emmers,plastic_industrieel_verpakkingsmateriaal,plastic_helmen,plastic_geweerpatronen,plastic_schoenen,plastic_plastic_stukjes_0_2_5cm_hard_plastic,plastic_plastic_stukjes_2_5_50cm_hard_plastic,plastic_plastic_stukjes_0_2_5cm_zacht_plastic,plastic_plastic_stukjes_2_5_50cm_zacht_plastic,plastic_overig_plastic,plastic_piepschuim_0_2_5cm,plastic_piepschuim_2_5_50cm,plastic_piepschuim_voedselverpakkingen,plastic_plastic_folies_groterdan_50cm,plastic_hard_plastic_groterdan_50cm,plastic_rietjes,plastic_snoep_snack_chipsverpakking,plastic_piepschuim_groterdan_50cm,plastic_piepschuim_bekers,plastic_bestek,plastic_biofilm_waterfiltertjes,plastic_kitspuiten,plastic_kunststof_band_tiewraps,plastic_lolliestokjes,plastic_motorolieverpakking_kleinerdan50cm,plastic_vuilniszakken,plastic_schrijfwaren,plastic_visdraad,plastic_vuurwerk,plastic_borden_new,plastic_roerstaafjes_new,plastic_bloempotten_new,plastic_plakband_new,rubber_ballonnen,rubber_banden,rubber_overig_rubber,textiel_kleding,textiel_vloerbedekking,textiel_schoeisel,textiel_overig_textiel,papier_tassen,papier_karton,papier_sigarettenverpakking,papier_sigarettenfilters,papier_kartonnen_bekers,papier_kranten,papier_papier_overig,papier_drankkarton,papier_ondefinieerbaar,hout_kurk,hout_pellets,hout_ijsstokjes,hout_kwasten,hout_overig_hout_keinderdan_50cm,hout_overig_hout_groterdan_50cm,metaal_aluminiumfolie,metaal_capsules,metaal_drankblikjes,metaal_elektriciteitsdraad,metaal_oud_ijzer,metaal_kroonkurken,metaal_oliedrum,metaal_omheinigsdraad_prikkeldraad,metaal_spuitbussen,metaal_verfblik,metaal_vislood,metaal_voedselblikken,metaal_wegwerpbarbecues,metaal_overig_metaal_kleinerdan_50cm,metaal_overig_metaal_groterdan_50cm,glas_flessen_pottten,glas_lampen_tl_lampen,glas_overig_glas,sanitair_cosmetica,sanitair_plastic_wattenstaafjes,sanitair_kartonnen_wattenstaafjes,sanitair_vochtige_doekjes,sanitair_condooms,sanitair_maandverband_en_verpakkingen_ervan,sanitair_plastic_kam_borstel,sanitair_tampons_en_tamponapplicators,sanitair_tissues_wc_papier,sanitair_toiletverfrissers,sanitair_overig_sanitair,medisch_verpakkingen,medisch_spuiten,medisch_overig_medisch,,Totaal,Items/km,granulaat_korrels
174,M(147a)L-NBNL,Maas,#REF!,51.7216,4.9388,2,20181030,303,667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,90,0
175,M(146a)L-NBNL,Maas,#REF!,51.7178,4.9804,2,20181025,298,662,0,0,5,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,10,2,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,1,0,0,,,,,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,,56,560,0
176,M(145b)R-REFE,Maas,#REF!,51.7137,5.0137,2,20181031,304,668,0,0,5,1,6,1,0,4,1,0,0,0,0,11,1,0,8,1,0,1,0,2,11,0,0,0,0,0,0,20,9,0,10,0,0,0,0,1,0,12,28,0,0,0,0,0,2,0,1,2,0,0,4,,,,,1,0,2,1,0,0,0,1,0,1,48,0,0,6,1,0,0,0,0,0,0,0,9,1,11,1,0,3,0,0,0,0,4,0,0,6,0,26,0,1,5,10,0,1,1,1,0,0,0,1,0,0,0,0,,284,2840,3
177,M(137a)L-NBNL,Maas,#REF!,51.7414,5.1613,2,20181104,308,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,80,0
178,M(136b)L-NBNL,Maas,#REF!,51.7569,5.1365,2,20181025,298,662,0,0,4,1,1,0,0,4,0,0,0,0,0,6,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,3,2,22,7,3,2,0,0,1,1,3,7,0,1,1,0,0,1,0,0,1,0,0,0,,,,,1,0,1,1,0,0,2,0,2,3,6,1,1,13,4,40,0,0,0,0,0,0,10,0,14,0,0,6,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,194,1940,60
179,M(134b)L-REFE,Maas,#REF!,51.74,5.2039,2,20181103,307,671,0,0,0,0,2,0,0,3,0,0,0,0,0,9,2,1,0,0,0,0,0,0,1,0,0,6,0,0,0,7,6,0,5,6,9,4,0,0,0,1,5,0,0,0,0,0,0,0,0,2,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,75,750,42
180,M(134a)L-NBNL,Maas,#REF!,51.74,5.2039,2,20181108,312,676,0,0,3,1,0,0,0,0,1,0,0,0,0,2,0,0,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,9,12,2,0,0,2,0,3,2,0,0,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,2,0,0,2,0,1,0,13,1,0,0,0,0,0,1,0,1,0,12,0,0,2,0,0,0,0,0,0,0,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,91,910,0
181,M(130a)L-NBNL,Maas,#REF!,51.7331,5.2535,2,20181019,292,656,0,0,5,0,1,3,1,6,0,0,0,0,1,10,3,1,4,0,1,0,1,0,3,0,0,6,0,0,0,11,16,4,4,7,4,10,0,0,0,1,9,0,0,0,0,0,0,0,1,3,1,0,0,,,,,1,0,0,0,0,0,1,0,0,1,5,0,0,0,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,5,0,3,0,0,0,1,0,0,0,0,0,0,2,0,0,0,,143,1430,0
183,M(123a)L-NBNL,Maas,#REF!,51.74,5.3101,2,20181029,302,666,1,0,0,0,0,0,0,2,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,21,10,33,2,110,0,0,0,0,2,10,0,0,0,0,0,0,8,0,0,0,0,0,,,,,0,0,1,0,0,0,0,0,0,0,10,0,0,0,2,4,1,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,261,2610,0
184,M(122a)L-NBNL,Maas,#REF!,51.7444,5.3194,2,0,,,1,0,0,2,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,80,52,0,3,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,1,0,0,0,68,0,0,7,2,0,3,0,2,0,0,3,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,256,2560,1
186,M(117a)L-NBNL,Maas,#REF!,51.7553,5.3558,2,20181103,307,671,0,0,0,0,8,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,3,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,60,600,33
187,M(116a)L-NBNL,Maas,#REF!,51.7606,5.3618,2,20181219,353,717,2,0,0,4,8,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,20,21,0,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,110,1100,150
188,M(114a)L-NBNL,Maas,#REF!,51.7845,5.3664,2,20181027,300,664,0,0,3,3,8,0,0,4,0,0,0,0,0,1,1,1,1,0,0,0,2,120,1,0,0,0,0,0,0,2,22,11,44,5,5,4,0,1,5,0,16,0,0,0,0,0,5,0,0,0,0,1,0,,,,,0,0,0,0,0,0,4,0,0,0,1,0,0,2,31,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,322,3220,17
189,M(111a)L-NBNL,Maas,#REF!,51.8091,5.4013,2,20181030,303,667,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,4,2,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,5,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,46,460,0
190,M(110a)L-NBNL,Maas,#REF!,51.8159,5.4104,2,20181113,317,681,0,0,3,6,5,0,0,2,0,1,0,0,0,8,0,1,2,0,0,0,3,10,0,0,0,4,0,1,0,5,2,15,28,0,80,99,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,0,1,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,1,0,0,6,0,0,4,0,0,6,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,316,3160,82
191,M(109a)L-NBNL,Maas,#REF!,51.8196,5.4157,2,20181113,317,681,0,1,0,1,2,0,0,1,0,0,0,0,0,3,1,0,2,0,0,0,1,1,6,0,0,2,0,0,0,0,5,13,7,1,10,7,0,6,1,0,11,0,0,0,0,0,0,0,0,0,1,0,0,,,,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,1,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,,98,980,0
192,M(105a)L-NBNL,Maas,#REF!,51.8155,5.5385,2,20181021,294,658,0,0,2,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,3,0,3,1,3,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,,,,,0,0,1,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,40,400,117
193,M(100a)L-NBNL,Maas,#REF!,51.7928,5.6654,2,20181228,362,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,110,0
195,M(097a)R-GENL,Maas,#REF!,51.7763,5.71,2,20181021,294,658,0,0,1,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,4,2,3,2,3,0,0,1,0,8,0,1,0,0,0,0,0,0,0,0,0,0,,,,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,42,420,0
197,M(087a)L-NBNL,Maas,#REF!,51.7527,5.8735,2,20181113,317,681,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,20,200,0
198,M(086a)R-LINL,Maas,#REF!,51.7468,5.8816,2,20181023,296,660,0,0,4,1,8,2,0,7,1,0,0,0,0,24,6,1,1,0,0,0,0,0,17,0,0,1,0,0,1,6,10,9,4,1,77,16,0,0,0,3,13,2,2,0,0,0,0,0,0,0,0,0,0,,,,,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,229,2290,0
199,M(085a)L-LINL,Maas,#REF!,51.7461,5.8791,2,20181102,306,670,0,0,0,4,7,1,0,4,1,0,0,0,0,10,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,2,12,2,52,22,0,0,0,11,0,0,7,0,0,2,0,0,7,0,2,0,0,0,0,,,,,0,0,0,9,0,1,1,0,41,1,5,0,0,0,4,0,0,0,0,1,0,0,5,0,30,0,1,3,0,0,0,0,0,0,0,13,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,293,2930,0
200,M(080a)R-LINL,Maas,#REF!,51.7172,5.9347,2,20181026,299,663,0,0,4,0,1,0,0,4,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,,34,340,3
201,M(077a)R-NBNL,Maas,#REF!,51.6983,5.9581,2,20181017,290,654,0,0,0,1,1,0,0,2,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,4,0,4,14,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,3,0,1,6,47,0,0,2,0,0,0,0,0,0,0,0,6,0,14,0,0,8,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,6,0,0,0,0,5,0,1,0,0,0,,142,1420,0
202,M(075a)R-LINL,Maas,#REF!,51.6582,5.9646,2,20181104,308,672,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,10,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,32,320,0
203,M(074a)R-LINL,Maas,#REF!,51.648,5.971,2,20181020,293,657,0,2,0,0,2,3,0,4,1,0,0,0,0,4,0,2,0,0,0,0,2,0,1,0,1,3,0,0,0,3,5,24,46,0,0,0,0,2,0,0,15,0,0,0,0,0,1,0,0,1,0,0,0,,,,,0,0,4,1,0,0,3,0,0,2,0,0,0,3,0,0,0,0,0,0,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,,150,1500,0
204,M(073a)L-NBNL,Maas,#REF!,51.6475,5.9679,2,20181023,296,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16,160,0
205,M(072b)L-NBNL,Maas,#REF!,51.6325,6.0006,2,20181103,307,671,0,2,0,1,1,0,0,3,2,0,0,0,0,6,2,0,0,0,0,0,0,2,0,0,0,1,0,0,1,4,3,7,15,0,3,2,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,,,,,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,69,690,132
206,M(071a)R-LINL,Maas,#REF!,51.6296,6.0096,2,20181113,317,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,40,0
208,M(063a)R-LINL,Maas,#REF!,51.4862,6.1658,2,20181110,314,678,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,23,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,44,440,0
209,M(062a)L-LINL,Maas,#REF!,51.4867,6.169,2,20181104,308,672,0,0,2,0,1,2,0,7,0,0,0,0,0,10,0,0,1,0,0,0,0,4,0,0,0,2,0,0,0,4,5,7,3,5,0,1,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2,0,0,0,0,0,0,0,0,0,62,0,0,2,0,7,0,0,0,0,1,0,13,0,1,0,0,7,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,179,1790,0
210,M(059a)L-LINL,Maas,#REF!,51.4251,6.1561,2,20181020,293,657,0,0,2,0,4,1,1,6,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,13,0,0,0,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,48,480,0
211,M(054a)R-LINL,Maas,#REF!,51.3066,6.1015,2,20181107,311,675,0,0,5,1,7,0,0,4,0,0,0,0,0,2,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,3,0,0,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,46,460,0
212,M(052a)R-LINL,Maas,#REF!,51.2873,6.0521,2,20181023,296,660,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,35,350,0
213,M(045a)R-LINL,Maas,#REF!,51.2146,5.9837,2,20181021,294,658,0,0,1,0,7,1,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,6,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,72,720,150
214,M(044a)R-LINL,Maas,#REF!,51.1875,5.9714,2,20181113,317,681,0,0,0,0,9,0,0,1,0,0,0,0,0,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,8,3,0,2,0,0,0,0,0,0,4,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,,63,630,0
215,M(043a)R-LINL,Maas,#REF!,51.1938,5.9777,2,20181115,319,683,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,2,0,9,2,0,0,0,0,3,0,1,0,0,0,0,,,,,1,0,1,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,,50,500,0
216,M(041a)L-LINL,Maas,#REF!,51.188,5.9321,2,20181106,310,674,0,0,2,3,0,6,0,7,0,0,0,0,0,11,2,0,2,0,0,0,0,0,11,2,2,0,0,0,0,11,18,55,14,10,0,3,0,0,1,2,77,0,0,0,0,0,0,2,0,4,0,3,0,,,,,0,0,1,0,0,0,5,0,1,5,3,0,0,1,0,0,1,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,2,0,2,0,6,0,0,3,1,0,3,0,3,0,1,7,0,0,0,0,0,,298,2980,0
217,M(038a)R-LINL,Maas,#REF!,51.1625,5.9363,2,20181114,318,682,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,,,,,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,25,250,0
218,M(037a)R-LINL,Maas,#REF!,51.1469,5.8794,2,20181113,317,681,0,0,10,5,9,0,2,6,2,0,0,0,0,3,1,3,6,0,0,0,0,0,0,1,0,3,0,0,0,12,8,3,11,11,0,1,0,3,1,0,5,4,7,0,0,1,0,0,0,5,0,0,0,,,,,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,1,,156,1560,0
220,M(034a)R-LINL,Maas,#REF!,51.1085,5.8209,2,20181119,323,687,0,3,9,2,2,0,0,7,0,0,0,0,0,6,0,3,2,0,0,0,0,0,0,0,1,5,0,0,0,7,11,95,128,7,0,0,0,1,0,4,43,0,0,0,0,0,1,1,1,8,0,0,0,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,,360,3600,914
221,M(033a)R-LINL,Maas,#REF!,51.0848,5.8018,2,20181109,313,677,0,0,0,0,4,0,0,1,0,0,0,0,0,8,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,46,20,0,1,1,9,5,3,0,0,0,14,0,0,1,0,0,0,7,0,0,2,0,0,,,,,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,2,0,0,0,0,0,0,0,1,,153,1530,0
223,M(029a)L-LIBE,Maas,#REF!,51.0574,5.7687,2,20181103,307,671,0,0,0,7,7,3,1,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,16,7,0,2,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,78,780,0
224,M(027a)L-LIBE,Maas,#REF!,51.0303,5.7589,2,20181012,285,649,1,0,0,2,1,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1,23,15,22,2,0,0,0,3,4,0,1,0,0,2,0,0,0,0,0,0,0,0,0,,,,,0,0,17,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,7,2,9,0,5,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,1,,147,1470,0
226,M(020a)L-LIBE,Maas,#REF!,50.9805,5.7398,2,20181029,302,666,0,0,6,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,39,390,0
228,M(015a)R-LINL,Maas,#REF!,50.9501,5.7581,2,20181103,307,671,0,0,11,8,18,3,0,10,0,0,0,0,0,0,2,1,5,1,2,0,1,0,1,0,1,2,0,0,0,1,1,0,72,19,5,3,0,6,0,1,40,0,0,4,0,1,2,0,0,0,0,0,0,,,,,0,0,2,4,1,0,13,1,8,0,0,3,0,25,5,0,0,0,0,0,1,0,15,0,41,0,2,1,0,0,0,0,0,0,3,13,1,11,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,,374,3740,372
